gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180426083852_254634231.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180724170735_106454685.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180525073753_36867189.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180724083308_75588565.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180830081500_133446078.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180511085854_64631515.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180512095226_154240344.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180530175735_506037487.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180912082719_3694040.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180501082518_215197192.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180816120608_59897100.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180712113431_102093198.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180512082713_149127987.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180705085524_88372558.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180831175629_37392469.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181112081837_102629463.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180518080554_175606587.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180928161351_160150200.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181002084916_23084132.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180523115329_19327244.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180913084647_4603673.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181116110426_93879023.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180911114736_248243362.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180418082402_171494065.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181110083358_76727462.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180831185002_40604992.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180730085501_49435458.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180927093729_49972203.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180511105917_71854141.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180731084719_35070927.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180914115703_102388786.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181002144055_44182355.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180719124051_65312086.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180723082554_32854239.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180430093302_132862308.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180417100113_90917611.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180710100825_96913436.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180425094240_172065295.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180531084745_559445301.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180716133317_109747603.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180308112544_225292660.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180811093021_51200695.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180413152101_115691918.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180518105903_185995077.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180804085214_466310.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180927084133_46616467.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180815153308_67913628.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180706083340_20790043.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181107124306_278413920.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180507133636_75976153.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180911142437_257664042.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180810085041_47295460.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180605083350_990598917.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180430132837_146996647.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180426122149_268010473.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20181018092046_8643728.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180424111719_91347196.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180919133609_17090535.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180501153150_240788319.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181113083516_190024530.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180810091029_48483464.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180525154012_65805142.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180821090652_7284246.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181107133614_281602471.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180707084021_69447460.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180829155243_74508637.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180725153602_73865189.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180511082901_62839071.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180523111004_16722183.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180803092107_93866640.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180723164029_18432025.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180831180134_37696932.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180831101500_9698354.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180718093140_52035764.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180530130716_488619684.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180903172425_14342108.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181110090855_78824801.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180927082711_45754275.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180921144515_65438409.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180417085236_86801171.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180928111030_141949762.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181004100449_18078317.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181113131821_207009641.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180605083213_990501949.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180331100050_25857429.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181115150020_21635413.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180911085633_237980587.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180912091615_6629503.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180518105630_185842248.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180605105739_999227716.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180823084725_82714046.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180831083319_3597336.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180914172029_121793643.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180425112638_178303386.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180717142204_69101975.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180927143318_67720493.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180710085651_92557138.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181023112253_16422599.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180512094415_153749681.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180406120829_28362617.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180514154226_5746270.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180511151436_87173232.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180425113646_178910435.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180707090801_71107708.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180823131323_11654402.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180904112633_9227559.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180725084140_49003609.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180529093409_389432772.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181031084634_300916563.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181112142226_124457460.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180523101617_13494893.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180717104641_56179170.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180417163732_114695783.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181017111720_130011655.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180326144557_243899591.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180412142714_26061347.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180423111429_4780665.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180811085836_49295733.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180912134901_22995344.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180822101650_1681332.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180424094135_85603255.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180830160347_161572127.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180823082427_81335533.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180605111203_1000091839.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180423122122_8793660.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181116090837_86930460.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180811090835_49895140.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180511160746_90362807.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180430133055_147135022.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181108141323_370227702.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180928081909_131669334.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180719125516_66177572.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180910115405_162235432.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180926080850_21468485.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180419082554_40564034.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180424104425_89373611.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180605083001_990370104.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181003100454_114018619.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180710125700_107028284.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180524085458_95015496.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180525153413_65445947.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180417095035_90280529.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181110085205_77814035.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180424155430_107977753.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180821150652_28883244.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180414081609_32721609.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180927082926_45889965.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180425124333_182917669.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180914095610_95135928.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180419103814_48503055.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180402095112_190915550.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180925145246_24021968.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180512094351_153725227.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181103082641_48468047.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181116113601_95773420.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180525091542_42735939.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180809123238_192708907.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180525075733_38047129.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181109161224_17836345.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180919085726_367776.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180424171403_112750392.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20181112090629_105501472.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180326153223_246685020.jpg,cizalla
gs://chatarr-vcm/cizalla/BASCULA PESAJE_Camera1_BASCULA PESAJE_20180326151652_245754032.jpg,cizalla
gs://chatarr-vcm/cizalla/Bascula Pesaje_Camera1_Bascula Pesaje_20180912162051_32105339.jpg,cizalla
